class,problem,code,answer
8,세 변의 길이의 합이 24센티미터인 이 정삼각형의 한 변의 길이는 몇 센티미터일까요?,"a = 24
b = 3
y = int(a / b)
print(y)",8
8,한 변의 길이가 13cm인 정사각형이 있습니다. 이 정사각형의 둘레와 넓이의 합을 구하시오. ,"a = 13
b = 4
y = a * b + a * a
print(y)",221
4,"숫자 3/18, 1/6, 2/12, 1/3가 있습니다. 이중에서, 7/42과 크기가 같은 분수의 개수를 구하시오.","a = [3/18, 1/6, 2/12, 1/3]
b = 7
c = 42
y = 0
for i in a:
    if i == b / c :
        y += 1
print(y)",3
1,모형을 혜정이는 4개 쌓고 아영이는 혜정이의 3배만큼 쌓았습니다. 아영이가 쌓은 모형은 몇 개인지 구해보시오.,"a = 4
b = 3
y = a * b
print(y)",12
1,"식용유 70리터를 한 병에 10리터씩 담으려고 한다면, 몇개의 병에 넣어야 식용유를 남김없이 넣을 수 있습니까?","a = 70
b = 10
y = int(a // b)
print(y)",7
5,"어떤 수에 3을 곱했더니 15가 되었다면, 어떤 수는 얼마일까요?","a = 15
b = 3
y = a // b
print(y)",5
1,"어머니의 키는 1 m 52 cm이고, 아버지의 키는 어머니보다 30cm 더 클때, 아버지의 키는 몇 cm 인지 구하세요.","a = (1 * 100) + 52
b = 30
y = a + b
print(y)",182
8,"가로가 2.7cm, 세로가 9.2cm인 직사각형과 세로가 8.8cm인 정사각형이 있다고 할때, 두 도형의 넓이의 합은 몇 cm²입니까?","a = 2.7
b = 9.2
c = 8.8
y = (a * b) + (c ** 2)
print(""{:.2f}"".format(y))",102.28
1, 9에 어떤 수를 더했더니 19이 되었습니다. 어떤 수를 구해 보세요.,"a = 9
b = 19
y = b - a
print(y)",10
5,"123을 어떤 수로 나누면 3이 남고, 45을 어떤 수로 나누면 1가 남습니다. 어떤 수를 구해 보세요","import math

a = 123
b = 3
c = 45
d = 1
y = math.gcd(a - b, c - d)
print(y)",4
7,"A는 한 변의 길이가 2센티미터인 정십각형, B는 가로가 3센티미터, 세로가 5센티미터인 직사각형, C는 한 변의 길이가 6센티미터인 정사각형입니다. 이 중에서 가장 둘레가 긴 도형은 무엇인가요?","a = 2
b = 10
c = 3
d = 5
e = 6
f = 4
dict = {'A': a * b, 'B': 2 * (c + d), 'C': e * f}
y = max(dict, key=dict.get)
print(y)",C
7,"과수원에서 사과와 배를 재배했습니다. 사과를 한 상자에 25개씩 담아 30상자에 담았고, 배를 한 상자에 32개씩 담아 24상자에 넣었습니다. 사과와 배 중 무엇이 더 많을까요?","a = 25
b = 30
c = 32
d = 24
dicts = {'사과': a * b, '배': c * d}
y = max(dicts, key=dicts.get) 
print(y)",배
3,"4장의 숫자 카드 0,1,2,8이 있습니다. 이중에서, 2장을 뽑아 한 번씩만 사용하여 가장 큰 두 자리 수를 만들었습니다. 이 수를 2로 나눈 몫은 얼마입니까?","from itertools import permutations

a = ['0', '1', '2', '8']
b = 2
c = 2
y = int(max(map(''.join, permutations(a, b)))) / c 
y = int(y)
print(y)",41
1,사과 30 조각을 한 접시에 5조각씩 똑같이 나누어 담으려고 합니다. 사과를 남김없이 담으려면 접시는 몇 개가 필요할가요?,"a = 30
b = 6
y = a // b
print(y)",5
1,4500만 원을 오천원짜리 지폐로 모두 바꾸면 몇 장으로 바꿀 수 있는지 써 보시오.,"a = 4500 * 10000
b = 5000
y = a // b
print(y)
",9000
8,한 변의 길이가 22cm인 정사각형의 각 변의 가운데를 이어 마름모를 그렸습니다. 만든 마름모의 넓이가 몇 cm² 인지 구하시오.,"a = 22
y = a * a // 2
print(y)",242
1,KTX 열차에 650명이 타고 있었는데 대전역에서 192명이 내렸고 232명이 탔습니다. 대전역을 출발할 때 KTX 열차에 타고 있는 사람은 몇 명인지 계산해보시오.,"a = 650
b = 192
c = 232
y = a - b + c
print(y)",690
6,어떤 수에 4를 곱해야 하는데 실수로 50을 더했더니 66이 되었습니다. 바르게 계산하면 얼마입니까?,"a = 4
b = 50
c = 66
y = (c - b) * a
print(y)",64
6,"어떤 수에 13를 곱해야 할 것을 잘못하여 12을 곱하였더니 360이 되었다면, 바르게 계산한 값은 얼마입니까?","a = 13
b = 12
c = 360
y = (c // b) * a
print(y)",390
3,"4장의 숫자 카드 0, 4, 5, 7 를 한 번씩 모두 사용하여 두자리 수 두개의 곱셈식을 만들려고 한다면, 가장 작은 곱은 얼마입니까?","from itertools import permutations

a = ['0', '4', '5', '7']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    if i[0] != '0' and i[2] != '0' :
        d = int(i[:2])
        e = int(i[2:])
        c.append(d * e)
y = min(c)
print(y)",2280
6,어떤 수를 9로 나누어야 할 것을 실수로 9를 더했더니 90이 되었습니다. 바르게 계산하면 결과는 얼마인지 구하시오.,"a = 9
b = 9
c = 90
y = (c - b) // a 
print(y)",9
5,30에 어떤 한 자리 수를 곱했더니 90이 되었습니다. 어떤 한 자리 수는 얼마인가요?,"a = 30
b = 90
y = b // a
print(y)",3
8,한 변의 길이가 56/4센티미터인 정사각형의 둘레는 몇 센티미터인지 구하시오.,"a = 56/4
b = 4
y = int(a * b)
print(y)",56
8,반지름이 20cm인 원 모양의 바퀴 자를 사용하여 학교 정문에서 공원까지의 거리를 알아보려고 합니다. 바퀴 자가 50바퀴 돌았다면 학교 정문에서 공원까지의 거리는 몇 cm인지 구해 보세요. (원주율: 3.14),"a = 20
b = 50
c = 3.14
y = int(2 * a * c * b)
print(y)",6280
8,"승훈이가 그린 가로 15센티미터, 세로 13센티미터인 직사각형 모양의 태극기의 둘레는 몇 센티미터일까요?","a = 15
b = 13
y = (a + b) * 2
print(y)",56
1,하영이의 몸무게는 36kg 700g이고 가방의 무게는 2700g입니다. 하영이가 가방을 메고 저울에 올라가면 몇 g가 될까요?,"a = 36700
b = 2700
y = a + b
print(y)",39400
5,"4로 어떤 수를 나누었더니 몫이 3 , 나머지도 3이 되었습니다. 어떤 수는 얼마인지 구해 보시오.","a = 4
b = 3
c = 3
y = a * b + c
print(y)",15
7,승빈이의 지우개의 길이는 4.7 cm이고 윤서의 지우개의 길이는 6.8 cm입니다. 누구의 지우개 가 더 길까요?,"a = 4.7
b = 6.8
dicts = {'승빈': a, '윤서': b}
y = max(dicts, key=dicts.get)
print(y)",윤서
3,"20부터 60까지 자연수를 쓸 때, 숫자 0은 모두 몇 번 써야 합니까?","a = 20
b = 60
c = '0'
y = 0
for i in range(a, b + 1):
    y += str(i).count(c)
print(y)",5
8,한 변의 길이가 3센티미터인 정삼각형이 있습니다. 이 정삼각형의 둘레는 몇 센티미터일까요?,"a = 3
b = 3
y = a * b
print(y)",9
6,어떤 수에 5를 곱해야 할 것을 잘못하여 60을 빼었더니 12가 되었습니다. 바르게 계산하면 얼마입니까?,"a = 5
b = 60
c = 12
y = (c + b) * a
print(y)",360
7,바나나가 A 가게에는 한 상자에 17개씩 5상자가 있고 B 가게에는 한 상자에 18개씩 4상자가 있습니다. 어느 가게가 사과가 더 많은지 구하시오.,"a = 17 * 5
b = 18 * 4
dicts = {'A': a, 'B': b}
y = max(dicts, key = dicts.get)
print(y)",A
6,어떤 수에 10을 더해야 하는데 잘못하여 뺐더니 47이 되었습니다. 바르게 계산하면 얼마인지 구하시오.,"a = 10
b = 47
y = (b + a) + a
print(y)",67
6,십의 자리 숫자가 5인 어떤 두 자리 수에 9을 곱하면 468입니다. 어떤 두 자리 수와 2의 곱을 구하시오.,"a = 9
b = 468
c = 2
y = b // a * c
print(y)",104
1,"두식이의 몸무게는 56.5kg이고, 강아지의 무게는 3.6kg입니다. 두식이의 몸무게는 강아지의 무게의 몇 배일까요?","a = 56.5
b = 3.6
y = a / b
print(""{:.2f}"".format(y))",15.69
1,토끼와 사슴의 다리 수는 각각 4개입니다. 토끼와 사슴의 다리 수를 세어 보니 모두 40개였습니다. 토끼가 2 마리라면 사슴은 몇 마리입니까?,"a =4
b = 4
c = 2
y = (40 - b * c) // a
print(y)
",8
1,감자가 들어 있는 바구니의 전체 무게는 8.34kg입니다. 빈 바구니의 무게가 0.51kg 일 때 바구니에 들어 있는 감자의 무게는 몇 kg가 될까요?,"a = 8.34
b = 0.51
y = a - b
print(""{:.2f}"".format(y))",7.83
8,"둘레가 22cm이고, 한 변의 길이가 8cm인 평행사변형이 있습니다. 이 평행사변형의 다른 변의 길이를 구하세요.","a = 22
b = 8
y = (a - 2 * b) // 2
print(y)",3
8,"가로의 길이가 12센티미터, 세로의 길이가 27센티미터인 직사각형이 있습니다. 이 직사각형의 넓이는 몇 센티미터²입니까?","a = 12
b = 27
y = a * b
print(y)",324
1,정인이는 2리터 200밀리리터짜리 주스를 3병 사서 정인이와 동생이 각각 500밀리리터씩 마셨습니다. 남은 주스는 몇 밀리리터인지 구하세요.,"a = 2200
b = 3
c = 500
d = 2
y = a * b - c * d
print(y)",5600
1,"5명씩 9줄로 학생들이 서 있습니다. 7명이 한 모둠이 되어 줄다리기를 할 때, 모두 몇 모둠을 만들 수 있는지 구해 보시오.","a = 5
b = 9
c = 7
y = a * b // c
print(y)",6
4,"희선이의 중간고사 네 과목의 점수는 평균 82점입니다. 국어 95점, 사회 87점, 과학 80점일 때 수학 점수는 몇점일까요?","a = 95
b = 87
c = 80
d = 82
e = 4
y = d * e - (a + b + c)
print(y)",66
3,"숫자 카드 1, 2, 3, 4, 6 를 모두 한 번씩만 사용하여 가장 큰 수를 만들어 보세요.","a = [1, 2, 3, 4, 6]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",64321
4,"숫자 11, 13, 71, 53 중에서, 가장 큰 수와 가장 작은 수의 곱을 구해 보시오.","a = [11, 13, 71, 53]
y = max(a) * min(a)
print(y)",781
3,"4장의 수 카드 2, 3, 8, 9가 있습니다. 카드를 한 번씩 모두 사용하여 만들 수 있는 가장 큰 네 자리 수를 구하시오","from itertools import permutations

a = ['2', '3', '8', '9']
y = int(max(map(''.join, permutations(a, 4))))
print(y)",9832
1,"문방구에 구슬이 한 봉지에 9개씩 34봉지가 있고, 한 상자에 100개씩 6상자가 있습니다. 문방구에 있는 구슬은 총 몇 개입니까?","a = 9
b = 34
c = 100
d = 6
y = (a * b) + (c * d)
print(y)",906
8,네 변의 길이의 합이 56미터인 직사각형 모양의 땅의 세로가 10미터이면 가로는 몇 미터입니까?,"a = 56
b = 2
c = 10
y = a // b - c
print(y)",18
8,"한변의 길이가 10cm인 정사각형과 가로가 12센티미터인 직사각형이 있습니다. 정사각형과 직사각형의 둘레가 같다면, 직사각형의 세로의 길이는 몇 센티미터입니까?","a = 10
b = 12
c = a * 4
d = 2
e = c // d
y = e - b
print(y)",8
3,"숫자 카드 1, 5, 8, 2가 있습니다. 이중에서 3 장을 골라 한 번씩 사용하여 세 자리 수를 각각 만들 때, 가장 큰 수와 가장 작은 수의 합을 구하시오.","from itertools import permutations

a = ['1', '5', '8', '2']
b = 3
c = list(map(''.join, permutations(a, b)))
d = int(max(c))
e = int(min(c))
y = d + e
print(y)",977
1,클립 하나를 만드는데 철사 15cm가 필요합니다. 클립 20개를 만드려면 철사 몇cm가 필요합니까?,"a = 15
b = 20
y = a * b
print(y)",300
8,"가로가 세로의 3배인 직사각형의 세로가 0.21m 일 때, 넓이는 몇 제곱미터인지 소수점 둘째자리까지 구해보시오.","a = 3
b = 4
c = 0.21
y = c * (c * a)
print(""{:.2f}"".format(y))",0.13
4,"4, 7, 18, 36, 56 중 7과 약수와 배수의 관계가 되는 수의 개수를 구하여 보시오.","a = [4, 7, 18, 36, 56]
b = 7
y = 0
for i in a:
    if i % b == 0 or b % i == 0:
        y += 1
print(y)",2
1,다람쥐가 도토리를 어제는 43개 주웠고 오늘은 어제보다 7개 더 많이 주웠습니다. 다람쥐가 어제와 오늘 주운 도토리를 합하면 몇 개 일까요?,"a = 43
b = 7
y = a + (a + b)
print(y)",93
3,"4장의 숫자 카드 3, 5, 2, 7가 있습니다. 카드를 한 번씩만 사용하여 2개의 두 자리 수를 만들었습니다. 두 수를 곱할 때, 가장 작은 곱을 계산하세요.","from itertools import permutations

a = ['3', '5', '2', '7']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = min(c)
print(y)",925
1,"소희는 소독약을 34개 가지고 있고, 승수는 소희보다 소독약을 5개 더 적게 가지고 있습니다. 두 사람이 가지고 있는 소독약은 모두 몇 개인지 구하시오.","a = 34
b = 5
c = a - b
y = a + c
print(y)",63
5,"만수가 가지고 있는 돈으로 껌 10개를 사면 500원이 모자라고 같은 껌을 9개 사면 300원이 남는다면, 껌 한 개의 값은 얼마일까요?","a = 10
b = 500
c = 9
d = 300
y = (b + d) // (a - c)
print(y)",800
5,"4/3:3.6를 자연수의 비로 바꿔, 후항이 10이라고 한다면, 전항과 후항의 합은 얼마일까요?","a = 9/4
b = 2.5
c = 10
y = int(a * c / b) + c
print(y)",19
8,겉넓이가 128 센티미터²인 정육면체가 있습니다. 이 정육면체의 한 변은 몇 센티미터 입니까?,"a = 128
b = 6
c = a // b
y = int(c ** 0.5)
print(y)",4
6,어떤 수에 12를 더해야 하는데 잘못하여 2를 곱했더니 56이 되었습니다. 바르게 계산하면 얼마입니까?,"a = 12
b = 2
c = 56
y = c // b + a
print(y)",40
8,"가로가 80cm, 세로가 60cm인 직사각형 모양의 종이를 크기가 같은 정사각형 모양으로 남는 부분 없이 자르려고 합니다. 자를 수 있는 가장 큰 정사각형 모양으로 자를 때 종이는 모두 몇 장 만들 수 있나요?","import math

a = 80
b = 60
c = math.gcd(a, b)
y = (a // c) * (b // c)
print(y)",12
2,"자동차 시합에서 승현이는 1등을 했고, 광수는 3등을 했습니다. 경희는 승현이보다 못했지만 광수보다는 잘했습니다. 경희는 몇 등일까요?","a = 1
b = 3
y = (a + b) // 2
print(y)",2
1,"구슬 18개가 있습니다. 이 중에서 10개는 흰 구슬, 2개는 빨간 구슬, 나머지는 모두 노란 구슬입니다. 노란 구슬은 몇 개일까요?","a = 18
b = 10
c = 3
y = a - b - c
print(y)",5
1,아보카도 93개를 5개씩 포장한다면 포장하고 남은 아보카도는 몇 개인지 구해보시오.,"a = 93
b = 5
y = a % b
print(y)",3
7,"생수통과 세숫대야에 물을 가득 채운 후 각각 모양과 크기가 같은 컵에 따라 보았더니 생수통은 3컵, 세숫대야는 19컵이 나왔습니다. 어느 것의 들이가 더 많습니까?","a = 3
b = 19
dict = {'생수통': a, '세숫대야': b}
y = max(dict, key=dict.get)
print(y)",세숫대야
1,"체육관에 야구공이 35 개, 배구공이 9 개 있습니다. 두 공의 개수 합은 얼마일가요?","a = 35
b = 9
y = a + b
print(y)",44
1,4의 0.4만큼은 얼마인지 구하여 보세요.,"a = 4
b = 0.4
y = a * b
print(""{:.2f}"".format(y))",1.60
6,어떤 수를 4으로 나누어야 할 것을 잘못하여 4를 곱했더니 200이 되었습니다. 바르게 계산했을 때의 몫과 나머지를 곱하면 얼마입니까?,"a = 4
b = 200
c = b / a
y = int((c // a) * (c % a))
print(y)",24
8,둘레가 60센티미터이고 세로가 11센티미터인 직사각형의 각 변의 가운데를 이어 그린 마름모의 넓이는 몇 센티미터²인가요?,"a = 60
b = 11
c = (a - 2 * b) // 2
y = b * c // 2
print(y)",104
1,"보온병에 물이 5/2L 들어 있습니다. 이 중에1/2L 의 물을 마신 후, 물 12/24L 를 다시 보온병에 부었습니다. 보온병에 들어 있는 물은 몇 L 입니까?","a = 5/2
b = 1/2
c = 12/24
y = a - b + c
print(""{:.2f}"".format(y))",2.50
1,한 묶음에 6개 들어있는 과자가 8묶음 있습니다. 과자의 개 수는 총 몇 개일까요?,"a = 6
b = 8
y = a * b
print(a * b)",48
1,"운동회에서 달리기 경기를 하여 1등은 5점, 2등은 3점, 3등은 1점을 얻습니다. 진아네 반에는 1등이 5명, 2등이 7명, 3등이 10명 있습니다. 진아네 반의 달리기 점수의 합은 몇 점일까요?","a = 5
b = 3
c = 1
d = 5
e = 7
f = 10
y = a * d + b * e + c * f
print(y)",56
8,한 변의 길이가 2.69m인 정사각형 모양의 그림의 넓이는 몇 m²인가요?,"a = 2.69
y = a ** 2
print(""{:.2f}"".format(y))",7.24
2,"학생들이 키가 큰 순서대로 줄을 서있다. 수환이의 키는 두 번째로 크고, 세형이의 키는 네섯 번째로 크다. 동진이의 키는 수환이보다 작고 세형이보다 크다면 동진이는 몇 번째에 서 있을까요?","a = 2
b = 4
y = (a + b) // 2
print(y)",3
7,"승기의 가족 수는 4명, 남준이의 가족 수는 6명, 민우의 가족 수는 5명입니다. 승기, 남준, 민우가 같은 크기의 케이크를 가족의 수대로 똑같이 나누었습니다. 나눈 케이크의 한 조각이 가장 작은 사람은 누구입니까?","a = 4
b = 6
c = 5
dicts = {'승기': 1 / a, '남준': 1 / b, '민우': 1 / c}
y = min(dicts, key=dicts.get)
print(y)",남준
5,"계산 결과를 비교하여 ○ 안에 >, =, <를 알맞게 써넣으시오. 123 + 456 ○ 789 - 123","a = 123
b = 456
c = 789
d = 123
if a + b > c - d:
    y = '>'
elif a + b < c - d:
    y = '<'
else:
    y = '='
print(y)",<
1,달러는 현재 환율로 우리나라 돈 1192원입니다. 3달러는 우리나라 돈으로 얼마입니까? ,"a = 1192
b = 3
y = a * b
print(y)",3576
8,"가로가 세로의 1/3배인 직사각형의 가로가 1.23m 일 때, 넓이는 몇 제곱미터인지 소수점 둘째자리까지 구하시오","a = 1/3
b = 4
c = 1.23
y = c * (c / a)
print(""{:.2f}"".format(y))",4.54
5,"9 * A = 63이고 B * 2 = 20 일 때, A와 B의 합을 구해보시오.","a = 9
b = 63
c = 2
d = 20
y = (b // a) + (d // c)
print(y)",17
7,혜진이네 가족이 아침에 마신 우유의 양은 0.5L이고 저녁에 마신 우유의 양은 7/10L입니다. 혜진이네 가족은 아침과 저녁 중 언제 더 우유를 많이 마셨을까요?,"a = 0.5
b = 7 / 10
dicts = {'아침': a, '저녁': b}
y = max(dicts, key=dicts.get)
print(y)",저녁
5,"세 자리 수의 십의 자리 숫자와 일의 자리 숫자를 바꾼 후 500와 더하였더니 612이 되었다면, 처음 세 자리 수와 221의 차는 얼마일까요?","a = 500
b = 612
c = 221
d = str(b - a)
e = int(d[0] + d[2] + d[1])
y = abs(e - c)
print(y)",100
1,석현이는 쿠키 여러 개를 가지고 있습니다. 이 중에서 민석이에게 18개를 주고 병재에게 18개를 주었더니 18개가 남았습니다. 석현이가 원래 가지고 있던 쿠키는 몇 개일까요?,"a = 18
b = 18
c = 18
y = c + b + a
print(y)",54
5,다음 식 A * 10 = 200 을 만족하는 A를 구하시오.,"a = 10
b = 200
y = b // a
print(y)",20
4,"36과 60의 최대공약수는 12입니다. 2, 3, 4, 9 중 36과 60의 공약수가 아닌 것을 찾아보세요.","a = [2, 3, 4, 9]
b = 12
for i in range(1, b + 1):
    if b % i != 0 and (i in a):
        y = i
        break
print(y)",9
1,이 승강기에는 안전을 위하여 한 번에 탈 수 있는 최대정원이 9명으로 표시되어 있습니다. 한 사람의 몸무게가 85kg이라면 한 번에 실을 수 있는 최대무게는 몇 kg가 될까요?,"a = 9
b = 85
y = a * b
print(y)",765
3,"4개의 숫자 카드 0, 3, 8, 9 가 있습니다. 이중에서, 3개를 골라 한 번씩만 사용하여 세 자리 수를 만들 때, 가장 큰 수와 가장 작은 수의 합을 구하시오.","from itertools import permutations

a = ['0', '3', '8', '9']
b = 3
c = list(map(''.join, permutations(a, b)))
d = max(c)
if '0' in a:
    while True:
        e = min(c)
        if e[0] == '0':
            c.remove(e)
        else:
            break
y = int(d) + int(e)
print(y)",1291
4,"분모와 분자의 합이 72이고, 기약분수로 나타내면 3/5인 분수에서 분모와 분자의 차를 구하시오.","a = 72
b = 3/ 5
for i in range(1, a // 2):
    if i / (a - i) == b:
        y = abs(i + i - a)
        print(y)",18
6,어떤 수를 8로 나누어야 할 것을 실수로 8을 곱했더니 160이었습니다. 바르게 계산한 몫과 나머지를 더한 값을 구하세요.,"a = 8
b = 160
c = b // a // a
d = b // a % a
y = c + d
print(y)",6
8,"네변의 길이의 합이 80cm인 정사각형 안에 가장 큰 원을 그렸을때, 이 원의 반지름은 몇cm 입니까?","a = 4
b = 80
c = 2
y = (b // a) // c
print(y)",10
7,"달빛 마을은 4443명, 별빛 마을은 4444명, 금빛 마을은 3333명 살고 있다면, 사람이 가장 많이 사는 마을은 어디일까요?","dicts = {""달빛"": 4443, ""별빛"": 4444, ""금빛"": 3333}
y = max(dicts, key=dicts.get)
print(y)",별빛
8,"밑변이 2센티미터, 높이가 6센티미터인 평행사변형이 있습니다. 이 평행사변형의 넓이를 구하세요.","a = 2
b = 6
y = a * b
print(y)",12
4,"9, 7, 3이 있습니다. 가장 큰 수에서 가장 작은 수를 뺀 값을 구하시오.","a = [9, 7, 3]
y = max(a) - min(a)
print(y)",6
3,20 이상 50 이하인 자연수는 모두 몇 개인지 구하시오.,"a = 20
b = 50
y = b - a + 1
print(y)",31
1,진수는 20살입니다. 진수 어머니의 나이는 진수 나이의 2배보다 12살이 많다고 합니다. 진수 어머니는 몇 살일까요?,"a = 20
b = 2
c = 12
y = a * b + c
print(y)",52
8,"둘레가 40cm이고, 한 변의 길이가 12cm인 평행사변형이 있습니다. 이 평행사변형의 다른 변의 길이를 구하세요.","a = 40
b = 12
y = (a - 2 * b) // 2
print(y)",8
7,"일정한 빠르기로 버스 A는 45000m를 가는 데 30분이 걸렸고, 버스 B는 200km를 가는 데 3시간이 걸렸습니다. 한 시간을 달렸을 때 더 빠른 버스는 어느 버스인가요?","a = 45
b = 0.5
c = 200
d = 3
dict = {'A':a * (1/b), 'B':c/d}
y = max(dict, key=dict.get)
print(y)",A
8,한 변의 길이가 20센티미터인 정사각형의 각 변의 가운데를 이어 그린 마름모의 넓이를 구하세요.,"a = 20
y = a * a // 2
print(y)",200
1,"선호는 크리스마스 트리에 장식을 사려고 합니다. 그 장식은 9800원인데, 1000원짜리 지폐로 이 물건의 값을 지불하려면, 최소 얼마의 금액을 내야하는지 구해보시오.","a = 9800
b = 1000
c = 1
y = (a // b + c) * b
print(y)",10000
1,국현이는 100원짜리 동전이 4개 있습니다. 1000원을 모으려면 얼마가 더 필요한지 구하시오. ,"a = 100
b = 4
c = 1000
y = c - (a * b)
print(y)",600
1,마스크가 100장씩 2상자가 있습니다. 이 마스크를 형과 동생에게 똑같이 나누어 주려고 합니다. 형은 몇개의 마스크를 받게될까요?,"a = 100
b = 2
c = 2
y = a * b // c
print(y)",100
8,한 변의 길이가 9cm인 정칠각형과 한 변의 길이가 2cm인 정십각형의 둘레의 합을 구해보시오.,"a = 9
b = 7
c = 2
d = 10
y = a * b + c * d
print(y)",83
8,"가로가 13 센티미터 , 세로가 3 센티미터인 직사각형과 둘레가 같은 정사각형의 한 변의 길이는 몇 센티미터 입니까?","a = 13
b = 3
c = 4
y = ((a + b) * 2) // c
print(y)",8
7,"승건이의 가족 수는 3명, 남현이의 가족 수는 5명, 민우의 가족 수는 4명이라고 할때, 승기, 남준, 민우가 같은 크기의 케이크를 각 가족의 수로 똑같이 나누었습니다. 나눈 케이크 한 조각의 크기가 가장 작은 사람은 누구입니까?","a = 3
b = 5
c = 4
dicts = {'승건': 1 / a, '남현': 1 / b, '민우': 1 / c}
y = min(dicts, key=dicts.get)
print(y)",남현
1,송미네 농장에 있는 말와 소의 다리 수를 세어 보니 모두 246개였습니다. 말이 25마리라면 소는 몇 마리인가요?,"a = 246
b = 25
c = 4
d = 4
y = (a - b * c) // d
print(y)",36
1,석민이는 1000원짜리 지폐 6장과 100원짜리 동 전 18개를 가지고 있습니다. 매일 500원씩 사 용한다면 며칠 동안 사용할 수 있을까?,"a = 1000
b = 6
c = 100
d = 18
e = 500
y = ((a * b) + (c * d)) // 700
print(y)",11
4,"3.2, 61, 49, 12.1 중 가장 작은 수는 무엇인가요?","a = [3.2, 61, 49, 12.1]
y = min(a)
print(""{:.2f}"".format(y))",3.20
1,1/8 × 1/2의 몫을 소수 점 아래 둘째자리까지 구하시오.,"a = 1/8
b = 1/2
y = a * b
print(""{:.2f}"".format(y))",0.06
5,"천의 자리 숫자가 9, 백의 자리 숫자가 1, 십의 자리 숫자가 3, 일의 자리 숫자가 2인 네자리 수가 있습니다. 이 수부터 5씩 커지도록 10번 뛰어 센 수를 구하세요.","a = (9 * 1000) + (1 * 100) + (3 * 10) + (2 * 1)
b = 5
c = 10
y = a + (b * c)
print(y)",9182
1,"물 8리터 와 오미자액 4리터 를 섞은 다음 한 병에 1리터 씩 나누어 담으려고 한다면, 몇 병까지 담을 수 있는지 구하시오..","a = 8
b = 4
c = 1
y = int((a + b) // c)
print(y)",12
8,"넓이가 80cm² 인 정사각형을 4조각으로 나누었다면, 한 조각의 넓이는 몇 cm² 입니까?","a = 80
b = 4
y = a // b
print(y)",20
1,초콜릿 36개를 상자 4게에 똑같이 나누어 담으려고 합니다. 상자 하나에는 초콜릿 몇 개가 들어가야 합니까?,"a = 36
b = 4
y = a // b
print(y)",9
1,10000원짜리 지폐가 한 장 있습니다. 500원짜리 동전 몇 개로 바꿀 수 있습니까?,"a = 10000
b = 500
y = a // b
print(y)",20
4,"36, 6, 29, 2 중 가장 큰 수와 가장 작은 수를 곱한 값 구해보시오.","a = [36, 6, 29, 2]
b = max(a)
c = min(a)
y = b * c
print(y)",72
1,"오성이는 한 상자에 3개씩 들어 있는 구슬 5상자를 똑같이 3묶음으로 나누어 한 묶음을 가졌습니다. 이 중에서 1개를 동생에게 주고, 9개를 형에게서 받았다면 오성이가 가지고 있는 구슬은 모두 몇 개 일까요?","a = 3
b = 5
c = 3
d = 1
e = 9
y = a * b // c - d + e
print(y)",13
1,"사과 3개의 무게는 450g, 귤 4개의 무게는 400g입니다. 사과 4개와 귤 3개의 무게를 합하면 몇 g이 될까요?","a = 3
b = 450
c = 4
d = 400
e = 4
f = 3
y = (b//a) * e + (d//c) * f
print(y)",900
3,"숫자 카드 1, 3, 5, 8, 9를 한 번씩 사용하여 만들 수 있는 다섯 자리 수 중에서 가장 큰 수를 만들어 보시오.","a = [1, 3, 5, 8, 9]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",98531
8,"가로가 50센티미터, 세로가 60센티미터인 직사각형의 각 변의 가운데를 이어 만든 마름모의 넓이는 몇 센티미터²일까요?","a = 50
b = 60
y = a * b // 2
print(y)",1500
1,색연필 64자루를 4명에게 똑같이 나누어 주었습니다. 한 명에게 색연필을 몇 자루씩 나누어 주었을까요?,"a = 64
b = 4
y = a // b
print(y)",16
1,"소영이는 오늘 한 컵에 1/6리터씩 들어있는 주스를 4컵 마셨다면, 소영이는 오늘 주스를 총 몇 리터 마셨습니까?","a = 1/6
b = 4
y = a * b
print(""{:.2f}"".format(y))",0.67
3,"숫자 1, 9, 2, 3, 5가 있습니다. 이중에서, 서로 다른 3개의 숫자를 뽑아서 만들 수 있는 세 자리 수는 모두 몇 개입니까?","from itertools import permutations

a = ['1', '9', '2', '3', '5']
b = 3
c = list(map(''.join, permutations(a, b)))
y = 0
for i in c:
    if i[0] != '0':
        y += 1
print(y)",60
6,어떤 수를 2으로 나누어야 할 것을 잘못하여 5으로 나누었더니 8로 나누어 떨어졌습니다. 바르게 계산하면 얼마입니까?,"a = 2
b = 5
c = 8
y = b * c // a
print(y)",20
1,자영이네 반은 한 모둠에 4명씩 31모둠입니다. 자영이네 반 학생은 모두 몇 명인지 구해  보세요.,"a = 4
b = 31
y = a * b
print(y)",124
1,갈치 한 묶음은 8마리 입니다. 무게가 같은 갈치의 한 묶음의  무게가 2.56kg일 때 갈치 한 마리의 무게는 몇 kg일까요?,"a = 8
b = 2.56
y = b / a
print(""{:.2f}"".format(y))",0.32
